#time,accel_x,accel_y,accel_z
6824.526973,-3404.947333,-8586.388927,-306.438199
6824.527297,-3552.988522,-8364.327145,-459.657299
6824.527621,-4737.318029,-8586.388927,229.828649
6824.527945,-4145.153275,-8660.409521,229.828649
6824.528269,-3108.864956,-8142.265362,0.000000
6824.528593,-3775.050304,-8586.388927,-229.828649
6824.528917,-4145.153275,-8586.388927,306.438199
6824.529241,-3256.906145,-8882.471304,229.828649
6824.529565,-3256.906145,-9548.656652,383.047749
6824.529889,-3330.926739,-10214.842000,919.314598
6824.530214,-2960.823768,-9104.533087,1302.362347
6824.530538,-3552.988522,-7994.224174,2451.505594
6824.530862,-4071.132681,-9474.636058,1915.238745
6824.531186,-4071.132681,-8068.244768,919.314598
6824.531510,-3034.844362,-8438.347739,-766.095498
6824.531834,-4293.194464,-8438.347739,-153.219100
6824.532158,-4219.173869,-8068.244768,612.876398
6824.532482,-3849.070898,-8364.327145,-306.438199
6824.532806,-4145.153275,-8438.347739,76.609550
6824.533130,-3997.112087,-9252.574275,459.657299
6824.533454,-3627.009116,-8216.285956,-383.047749
6824.533778,-2960.823768,-9696.697840,383.047749
6824.534102,-3330.926739,-9918.759623,766.095498
6824.534426,-2960.823768,-9474.636058,1149.143247
6824.534750,-2812.782580,-8586.388927,689.485948
6824.535074,-3923.091493,-9104.533087,1838.629195
6824.535399,-4145.153275,-8660.409521,919.314598
6824.535723,-2886.803174,-8512.368333,-1072.533697
6824.536047,-3997.112087,-8882.471304,459.657299
6824.536371,-4145.153275,-8216.285956,689.485948
6824.536695,-4145.153275,-8068.244768,153.219100
6824.537019,-4441.235652,-8364.327145,229.828649
6824.537343,-4589.276840,-9400.615463,842.705048
6824.537667,-3701.029710,-9178.553681,0.000000
6824.537991,-2960.823768,-8734.430116,153.219100
6824.538315,-3701.029710,-9992.780217,1455.581446
6824.538639,-2886.803174,-9252.574275,1378.971896
6824.538963,-2664.741391,-7920.203579,1072.533697
6824.539287,-3849.070898,-9104.533087,1608.800546
6824.539611,-4071.132681,-8734.430116,689.485948
6824.539935,-3775.050304,-8438.347739,-306.438199
6824.540259,-4589.276840,-8290.306550,-995.924147
6824.540584,-4367.215058,-8512.368333,153.219100
6824.540908,-3552.988522,-7994.224174,-229.828649
6824.541232,-4441.235652,-8882.471304,383.047749
6824.541556,-4293.194464,-9696.697840,919.314598
6824.541880,-2960.823768,-9400.615463,153.219100
6824.542204,-2664.741391,-8956.491898,0.000000
6824.542528,-3552.988522,-9474.636058,1762.019645
6824.542852,-3849.070898,-9178.553681,1991.848295
6824.543176,-2664.741391,-7920.203579,306.438199
6824.543500,-3627.009116,-9030.512492,612.876398
6824.543824,-4293.194464,-8734.430116,459.657299
6824.544148,-3923.091493,-8364.327145,0.000000
6824.544472,-4663.297435,-8512.368333,-536.266849
6824.544796,-4441.235652,-9178.553681,229.828649
6824.545120,-3330.926739,-8586.388927,0.000000
6824.545444,-3552.988522,-8438.347739,536.266849
6824.545768,-4441.235652,-9474.636058,1072.533697
6824.546093,-3330.926739,-9178.553681,0.000000
6824.546417,-2368.659014,-8808.450710,-229.828649
6824.546741,-3478.967927,-9844.739029,612.876398
6824.547065,-3923.091493,-9400.615463,1685.410096
6824.547389,-3330.926739,-8586.388927,1378.971896
6824.547713,-2960.823768,-9474.636058,689.485948
6824.548037,-3701.029710,-8808.450710,1225.752797
6824.548361,-4367.215058,-8364.327145,919.314598
6824.548685,-4663.297435,-8216.285956,383.047749
6824.549009,-4737.318029,-8882.471304,459.657299
6824.549333,-3404.947333,-8512.368333,-536.266849
6824.549657,-3627.009116,-7846.182985,-766.095498
6824.549981,-4663.297435,-8808.450710,459.657299
6824.550305,-3849.070898,-8956.491898,842.705048
6824.550629,-1998.556043,-8882.471304,-459.657299
6824.550953,-2738.761985,-9474.636058,76.609550
6824.551278,-3627.009116,-9474.636058,1378.971896
6824.551602,-3552.988522,-8882.471304,1302.362347
6824.551926,-3182.885551,-8808.450710,1149.143247
6824.552250,-3256.906145,-9178.553681,306.438199
6824.552574,-3182.885551,-8586.388927,766.095498
6824.552898,-3627.009116,-8660.409521,-383.047749
6824.553222,-4145.153275,-9474.636058,383.047749
6824.553546,-2960.823768,-9104.533087,0.000000
6824.553870,-2886.803174,-8364.327145,-153.219100
6824.554194,-3923.091493,-8512.368333,1225.752797
6824.554518,-4441.235652,-8956.491898,1991.848295
6824.554842,-3034.844362,-9104.533087,766.095498
6824.555166,-2960.823768,-9178.553681,459.657299
6824.555490,-3923.091493,-9104.533087,1838.629195
6824.555814,-3552.988522,-8216.285956,1302.362347
6824.556138,-4441.235652,-8290.306550,919.314598
6824.556463,-4959.379811,-9326.594869,0.000000
6824.556787,-4293.194464,-8364.327145,-1915.238745
6824.557111,-3849.070898,-7920.203579,-1225.752797
6824.557435,-3923.091493,-8068.244768,76.609550
6824.557759,-2442.679609,-9252.574275,0.000000
6824.558083,-1776.494261,-8290.306550,-153.219100
6824.558407,-2442.679609,-9548.656652,919.314598
6824.558731,-3330.926739,-9548.656652,1685.410096
6824.559055,-2590.720797,-10214.842000,2068.457845
6824.559379,-1850.514855,-10140.821405,842.705048
6824.559703,-2072.576638,-9844.739029,1455.581446
6824.560027,-2960.823768,-9548.656652,1838.629195
6824.560351,-4737.318029,-8142.265362,1685.410096
6824.560675,-5033.400406,-9252.574275,1225.752797
6824.560999,-3552.988522,-8438.347739,-1225.752797
6824.561323,-3478.967927,-6957.935855,-2221.676944
6824.561647,-5181.441594,-7772.162391,-612.876398
6824.561971,-3997.112087,-8660.409521,-689.485948
6824.562295,-2146.597232,-8586.388927,-689.485948
6824.562619,-2590.720797,-8438.347739,612.876398
6824.562943,-3775.050304,-9400.615463,2451.505594
6824.563267,-2368.659014,-9326.594869,1302.362347
6824.563591,-814.226536,-10140.821405,-306.438199
6824.563915,-1332.370696,-10955.047942,-612.876398
6824.564239,-2368.659014,-9918.759623,1072.533697
6824.564563,-2516.700203,-8808.450710,1991.848295
6824.564888,-2368.659014,-9622.677246,2604.724693
6824.565212,-1924.535449,-9400.615463,229.828649
6824.565536,-1998.556043,-9178.553681,-919.314598
6824.565860,-3849.070898,-8882.471304,229.828649
6824.566184,-4071.132681,-8438.347739,1915.238745
6824.566508,-3182.885551,-7402.059420,-536.266849
6824.566832,-3552.988522,-8660.409521,-689.485948
6824.567156,-5033.400406,-8956.491898,383.047749
6824.567480,-3923.091493,-8586.388927,459.657299
6824.567804,-2664.741391,-8660.409521,-383.047749
6824.568128,-3182.885551,-9770.718434,0.000000
6824.568452,-3108.864956,-9992.780217,995.924147
6824.568776,-2442.679609,-8068.244768,1608.800546
6824.569100,-2516.700203,-8808.450710,1685.410096
6824.569424,-2294.638420,-8734.430116,689.485948
6824.569748,-2664.741391,-9548.656652,0.000000
6824.570072,-3404.947333,-9326.594869,-306.438199
6824.570396,-2590.720797,-9326.594869,842.705048
6824.570720,-2664.741391,-9030.512492,383.047749
6824.571044,-3775.050304,-8438.347739,842.705048
6824.571368,-4737.318029,-9474.636058,919.314598
6824.571692,-4663.297435,-8956.491898,76.609550
6824.572016,-4145.153275,-8734.430116,0.000000
6824.572340,-5181.441594,-9622.677246,689.485948
6824.572664,-4811.338623,-8290.306550,1149.143247
6824.572988,-3627.009116,-7550.100608,0.000000
6824.573312,-4219.173869,-7846.182985,459.657299
6824.573636,-5107.421000,-8290.306550,536.266849
6824.573960,-4293.194464,-8290.306550,-536.266849
6824.574284,-3997.112087,-7920.203579,0.000000
6824.574608,-3849.070898,-8808.450710,306.438199
6824.574932,-3330.926739,-7994.224174,153.219100
