#time,accel_x,accel_y,accel_z
7330.166919,-3775.050304,-8956.491898,153.219100
7330.167235,-3627.009116,-8956.491898,306.438199
7330.167551,-3256.906145,-8142.265362,1149.143247
7330.167868,-3330.926739,-8364.327145,995.924147
7330.168184,-3256.906145,-8734.430116,459.657299
7330.168501,-3108.864956,-8956.491898,766.095498
7330.168817,-3701.029710,-9030.512492,76.609550
7330.169134,-3627.009116,-8734.430116,229.828649
7330.169450,-3849.070898,-8882.471304,0.000000
7330.169767,-3849.070898,-8808.450710,0.000000
7330.170083,-3552.988522,-8808.450710,0.000000
7330.170400,-3997.112087,-8808.450710,459.657299
7330.170716,-3478.967927,-8734.430116,229.828649
7330.171033,-3627.009116,-8808.450710,76.609550
7330.171349,-3330.926739,-9104.533087,306.438199
7330.171665,-3478.967927,-8808.450710,612.876398
7330.171982,-3404.947333,-8660.409521,459.657299
7330.172298,-3701.029710,-8438.347739,1072.533697
7330.172615,-3182.885551,-8660.409521,766.095498
7330.172931,-3701.029710,-7846.182985,76.609550
7330.173248,-3997.112087,-8586.388927,612.876398
7330.173564,-3997.112087,-8882.471304,-306.438199
7330.173881,-4071.132681,-8808.450710,-153.219100
7330.174197,-3849.070898,-8808.450710,-153.219100
7330.174514,-3997.112087,-8586.388927,229.828649
7330.174830,-3849.070898,-8586.388927,536.266849
7330.175146,-3404.947333,-9030.512492,919.314598
7330.175463,-3923.091493,-8438.347739,842.705048
7330.175779,-3627.009116,-8586.388927,383.047749
7330.176096,-3478.967927,-8956.491898,459.657299
7330.176412,-3182.885551,-8808.450710,536.266849
7330.176729,-3627.009116,-8660.409521,383.047749
7330.177045,-3849.070898,-8808.450710,689.485948
7330.177362,-3775.050304,-8364.327145,-229.828649
7330.177678,-3552.988522,-8808.450710,383.047749
7330.177995,-3923.091493,-8734.430116,-229.828649
7330.178311,-3923.091493,-8660.409521,0.000000
7330.178627,-3923.091493,-8882.471304,76.609550
7330.178944,-3923.091493,-8808.450710,383.047749
7330.179260,-3404.947333,-8956.491898,229.828649
7330.179577,-3627.009116,-8290.306550,229.828649
7330.179893,-3627.009116,-8364.327145,306.438199
7330.180210,-2960.823768,-8586.388927,689.485948
7330.180526,-3182.885551,-9030.512492,383.047749
